Agence,NomAgence,Référence,Type,Arrêt,Adresse,Ville,Secteur Inter.,Nom Client,Nom Technicien
0002,"Agence Fontaine, contrat AFEO",AF225828,Rideau métallique,Non,6 boulevard Paul Langevin,FONTAINE,0033,PHARMACIE LAFAYETTE DES BALMES,Roman NOIREZ
0002,"Agence Fontaine, contrat AFEO",AF225829,Rideau métallique,Non,6 boulevard Paul Langevin,FONTAINE,0033,PHARMACIE LAFAYETTE DES BALMES,Roman NOIREZ
0002,"Agence Fontaine, contrat AFEO",AF225830,Rideau métallique,Non,6 boulevard Paul Langevin,FONTAINE,0033,PHARMACIE LAFAYETTE DES BALMES,Roman NOIREZ
0002,"Agence Fontaine, contrat AFEO",AF225831,Rideau métallique,Non,6 boulevard Paul Langevin,FONTAINE,0033,PHARMACIE LAFAYETTE DES BALMES,Roman NOIREZ
0002,"Agence Fontaine, contrat AFEO",AF225833,Plate-Forme,Non,625 route de Blanchelaine,MERCUROL VEAUNES,0030,BOUVAREL STOCKAGE,Karim MOKNECHE
0002,"Agence Fontaine, contrat AFEO",AF215294,Ascenseur,Non,305 route de Lady Grange,MEGEVE,0054,Chalet Côz,Kalifa DIOMANDE
0002,"Agence Fontaine, contrat AFEO",HC225844,Portail,Non,14 Rue de Genissieu ,GRENOBLE,0033,SDC 2 Rue Alexandre 1er de Yougoslavie,Roman NOIREZ
0002,"Agence Fontaine, contrat AFEO",AF225847,Ascenseur,Non,13 rue Rouchas,LES 2 ALPES,0052,COPAS ASCENSEUR ACCESSIBILITE,Martin DO NASCIMENTO
0002,"Agence Fontaine, contrat AFEO",AF225849,Ascenseur,Non,65 rue des Framboisiers - BATIMENT A,VALLEIRY,0012,S 554 - LA PRAIRIE SOUS LE VILLAGE,Heithem ABID
0002,"Agence Fontaine, contrat AFEO",AF225850,Ascenseur,Non,58 rue des Framboisiers - BATIMENT B,VALLEIRY,0012,S 554 - LA PRAIRIE SOUS LE VILLAGE,Heithem ABID
0002,"Agence Fontaine, contrat AFEO",AF225851,Ascenseur,Non,39 rue des Framboisiers - BATIMENT C,VALLEIRY,0012,S 554 - LA PRAIRIE SOUS LE VILLAGE,Heithem ABID
0002,"Agence Fontaine, contrat AFEO",AF225852,Ascenseur,Non,47 rue des Framboisiers - BATIMENT D,VALLEIRY,0012,S 554 - LA PRAIRIE SOUS LE VILLAGE,Heithem ABID
0002,"Agence Fontaine, contrat AFEO",AF225853,Ascenseur,Non,37 rue des Framboisiers - BATIMENT E,VALLEIRY,0012,S 554 - LA PRAIRIE SOUS LE VILLAGE,Heithem ABID
0002,"Agence Fontaine, contrat AFEO",AF225854,Ascenseur,Non,17 rue des Framboisiers - BATIMENT G,VALLEIRY,0012,S 554 - LA PRAIRIE SOUS LE VILLAGE,Heithem ABID
0002,"Agence Fontaine, contrat AFEO",AF225856,Ascenseur,Non,56 rue des Framboisiers - BATIMENT I,VALLEIRY,0012,S 554 - LA PRAIRIE SOUS LE VILLAGE,Heithem ABID
0002,"Agence Fontaine, contrat AFEO",AF225857,Ascenseur,Non,54 rue des Framboisiers - BATIMENT J,VALLEIRY,0012,S 554 - LA PRAIRIE SOUS LE VILLAGE,Heithem ABID
0002,"Agence Fontaine, contrat AFEO",AF225858,Ascenseur,Non,38 rue des Framboisiers - BATIMENT K,VALLEIRY,0012,S 554 - LA PRAIRIE SOUS LE VILLAGE,Heithem ABID
0002,"Agence Fontaine, contrat AFEO",AF225859,Ascenseur,Non,36 rue des Framboisiers - BATIMENT L,VALLEIRY,0012,S 554 - LA PRAIRIE SOUS LE VILLAGE,Heithem ABID
0002,"Agence Fontaine, contrat AFEO",AF225860,Ascenseur,Non,14 rue des Framboisiers - BATIMENT M,VALLEIRY,0012,S 554 - LA PRAIRIE SOUS LE VILLAGE,Heithem ABID
0002,"Agence Fontaine, contrat AFEO",hc225866,Porte automatique,Non,Place André Malraux,GRENOBLE,0033,GRENOBLE ALPES METROPOLE,Roman NOIREZ
0002,"Agence Fontaine, contrat AFEO",AF225883,EPMR elevtr pr pers a mobilité reduite,Non,16 Boulevard Marechal Lyautey ,GRENOBLE,0028,SNEF ORANGE ASCENSEURS ALPES & ISERE,Xavier VICTORION
0002,"Agence Fontaine, contrat AFEO",HC220589,Porte basculante,Non,Le Forum,GRENOBLE CEDEX 1,0028,GRENOBLE ALPES METROPOLE,Xavier VICTORION
0002,"Agence Fontaine, contrat AFEO",HC215890,Portail,Non,16 Chemin de l'Etang,ST CASSIEN,0022,VIRIOT Sébastien,Jean-Paul SCARINGELLA
0002,"Agence Fontaine, contrat AFEO",AF225899,Portail,Non,10 avenue du Gresivaudan,ECHIROLLES,0033,ILEX - IDF,Roman NOIREZ
0002,"Agence Fontaine, contrat AFEO",AF225903,Portail,Non,ELEVATEUR SEMA,SOYONS,0030,SEMA,Karim MOKNECHE
0002,"Agence Fontaine, contrat AFEO",AF225906,Rideau,Non,ELEVATEUR SEMA,SOYONS,0030,SEMA,Karim MOKNECHE
0002,"Agence Fontaine, contrat AFEO",HC2255982,Rideau,Non,77 boulevard Joliot Curie,FONTAINE,0022,SCI MAEWENN,Jean-Paul SCARINGELLA
0002,"Agence Fontaine, contrat AFEO",AF225996,Ascenseur,Non,5 avenue Victoria ,AIX LES BAINS,0054,SDC LE SAVOY,Kalifa DIOMANDE
0002,"Agence Fontaine, contrat AFEO",AF225997,Ascenseur,Non,7 avenue Victoria,AIX LES BAINS,0054,SDC LE SAVOY,Kalifa DIOMANDE
0002,"Agence Fontaine, contrat AFEO",AF225998,Ascenseur,Non,2 rue Charles Dullin,AIX LES BAINS,0054,SDC LE SAVOY,Kalifa DIOMANDE
0002,"Agence Fontaine, contrat AFEO",AF225999,Ascenseur,Non,6 rue des Fleurs,AIX LES BAINS,0054,SDC LE SAVOY,Kalifa DIOMANDE
0002,"Agence Fontaine, contrat AFEO",HC226028,Porte basculante,Non,10 Rue HERBERT,GRENOBLE,0028,GRENOBLE ALPES METROPOLE,Xavier VICTORION
0002,"Agence Fontaine, contrat AFEO",AF226205,Portail,Non,154 route de l'Epine,CHAMBERY,0074,SNEF - Marché Orange Alpes Fermeture,Julien TETU
0002,"Agence Fontaine, contrat AFEO",AF226206,Portail,Non,154 route de l'Epine,CHAMBERY,0074,SNEF - Marché Orange Alpes Fermeture,Julien TETU
0002,"Agence Fontaine, contrat AFEO",AF226207,Portail,Non,154 route de l'Epine,CHAMBERY,0074,SNEF - Marché Orange Alpes Fermeture,Julien TETU
0002,"Agence Fontaine, contrat AFEO",HC226216,Portail,Non,Route du Sablon,ST MARTIN DE VAULSERRE,0062,ANDRE PEGOUD ,Olivier VUILLAUME 
0002,"Agence Fontaine, contrat AFEO",1/035/129,EPMR elevtr pr pers a mobilité reduite,Non,801 Avenue centrale ,ST MARTIN D HERES,0033,UNIVERSITES GRENOBLE ALPES,Roman NOIREZ
0002,"Agence Fontaine, contrat AFEO",HC226397,Porte sectionnelle,Non,ZI LA BARRONIE ,LE PONT DE BEAUVOISIN,0062,MAGASIN CARRE,Olivier VUILLAUME 
0002,"Agence Fontaine, contrat AFEO",AF226398,EPMR elevtr pr pers a mobilité reduite,Non,10 Rue du Garat ,VOIRON,0033,CHION Edgard,Roman NOIREZ
0002,"Agence Fontaine, contrat AFEO",AF226401,Porte de garage,Non,38-42 rue Jean Jaures,DOMENE,0033,SDC Les Martinets,Roman NOIREZ
0002,"Agence Fontaine, contrat AFEO",AF226402,Ascenseur,Non,42 rue Jean Jaures,DOMENE,0033,SDC Les Martinets,Roman NOIREZ
0002,"Agence Fontaine, contrat AFEO",AF226403,Ascenseur,Non,5 rue des Martinets,DOMENE,0033,SDC Les Martinets,Roman NOIREZ
0002,"Agence Fontaine, contrat AFEO",AF226405,Ascenseur,Non,6 rue Chenoise,GRENOBLE,0068,SDC LES AMETHYSTES,Léna GRAND CLEMENT
0002,"Agence Fontaine, contrat AFEO",CM 000 053,Elévateur,Non,235 route des pensées ,ST SORLIN EN VALLOIRE,0030,EAP FRANCE SAS,Karim MOKNECHE
0002,"Agence Fontaine, contrat AFEO",AF226416,Rideau métallique,Non,ZI. LA BARONNIE,PONT DE BEAUVOISIN,0062,MAGASIN CARRE,Olivier VUILLAUME 
0002,"Agence Fontaine, contrat AFEO",AF226417,Rideau métallique,Non,ZI. LA BARONNIE,PONT DE BEAUVOISIN,0062,MAGASIN CARRE,Olivier VUILLAUME 
0002,"Agence Fontaine, contrat AFEO",AF226418,Rideau métallique,Non,ZI. LA BARONNIE,PONT DE BEAUVOISIN,0062,MAGASIN CARRE,Olivier VUILLAUME 
0002,"Agence Fontaine, contrat AFEO",AF226419,Rideau métallique,Non,ZI. LA BARONNIE,PONT DE BEAUVOISIN,0062,MAGASIN CARRE,Olivier VUILLAUME 
0002,"Agence Fontaine, contrat AFEO",2007381,EPMR elevtr pr pers a mobilité reduite,Non,36 Rue de Stalingrad,ECHIROLLES,0052,LOMATY,Martin DO NASCIMENTO
0002,"Agence Fontaine, contrat AFEO",AF226463,Elévateur,Non,1105 Chemin des Ducs ,ROCHEFORT SAMSON,0030,M et Mme BONNET,Karim MOKNECHE
0002,"Agence Fontaine, contrat AFEO",AF226467,Chaise,Non,175 rue du lac ,CROLLES,0033,MR GAUDE ,Roman NOIREZ
0002,"Agence Fontaine, contrat AFEO",CM 000 054,EPMR elevtr pr pers a mobilité reduite,Non,32 rue Vernand,ANNEMASSE,0012,EAP FRANCE SAS,Heithem ABID
0002,"Agence Fontaine, contrat AFEO",AF226530,Porte de garage,Non,8 boulevard du 4 septembre,VOIRON,0022,SDC Du 4 Septembre ,Jean-Paul SCARINGELLA
0002,"Agence Fontaine, contrat AFEO",AF226541,EPMR elevtr pr pers a mobilité reduite,Non,11 RUE DES ROSIERS ,EYBENS,0052,MME MAUREL ,Martin DO NASCIMENTO
0002,"Agence Fontaine, contrat AFEO",AF226545,Porte de garage,Non,40 RUE DU JURA ,FERNEY VOLTAIRE ,0012,PARC DU JURA,Heithem ABID
0002,"Agence Fontaine, contrat AFEO",AF226546,Porte de garage,Non,40 RUE DU JURA ,FERNEY VOLTAIRE ,0012,PARC DU JURA,Heithem ABID
0002,"Agence Fontaine, contrat AFEO",AF226547,Portail,Non,40 RUE DU JURA ,FERNEY VOLTAIRE ,0012,PARC DU JURA,Heithem ABID
0002,"Agence Fontaine, contrat AFEO",AF226548,Portail,Non,40 RUE DU JURA ,FERNEY VOLTAIRE ,0012,PARC DU JURA,Heithem ABID
0002,"Agence Fontaine, contrat AFEO",AF226550,Monte-Charge,Non,76 Av. de la Muzelle,LES 2 ALPES,0052,Atmosphère Hôtel,Martin DO NASCIMENTO
0002,"Agence Fontaine, contrat AFEO",1/035/133,Ascenseur,Non,La Côte des Chavants,LES HOUCHES,0029,UNIVERSITES GRENOBLE ALPES,Houssam BOUAZIZ
0002,"Agence Fontaine, contrat AFEO",AF226620,Monte-Charge,Non,27 Route des Bauges,GRESY SUR AIX,0054,SARL Quentin BUISINE ,Kalifa DIOMANDE
0002,"Agence Fontaine, contrat AFEO",AF226628,Ascenseur,Oui,35 rue de la Mairie,ST ETIENNE DE CROSSEY,0022,SDC LE RELAIS DE LA MARMOTTE,Jean-Paul SCARINGELLA
0002,"Agence Fontaine, contrat AFEO",AF226629,Rideau métallique,Non,15 Boulevard Paul Langevin,FONTAINE,0033,Agence Isère Ascenseurs,Roman NOIREZ
0002,"Agence Fontaine, contrat AFEO",AF226630,Porte sectionnelle,Non,15 Boulevard Paul Langevin,FONTAINE,0033,Agence Isère Ascenseurs,Roman NOIREZ
0002,"Agence Fontaine, contrat AFEO",AF226649,Porte piétonne,Non,183 B Le Chalet - rue du Chalet - ZAE La Baronnie,LE PONT DE BEAUVOISIN,0062,La Vaposphère,Olivier VUILLAUME 
0002,"Agence Fontaine, contrat AFEO",AF226691,Porte automatique,Non,17 place Grenette,GRENOBLE,0033,Boutique Orange - FONTAINE,Roman NOIREZ
0002,"Agence Fontaine, contrat AFEO",AF226692,Rideau,Non,17 place Grenette,GRENOBLE,0033,Boutique Orange - FONTAINE,Roman NOIREZ
0002,"Agence Fontaine, contrat AFEO",AF226693,Rideau,Non,17 place Grenette,GRENOBLE,0033,Boutique Orange - FONTAINE,Roman NOIREZ
0002,"Agence Fontaine, contrat AFEO",AF226698,Rideau,Non,Avenue des Landiers,CHAMBERY,0074,Boutique Orange - FONTAINE,Julien TETU
0002,"Agence Fontaine, contrat AFEO",AF226699,Porte automatique,Non,17 rue Carnot,ANNECY,0054,Boutique Orange - FONTAINE,Kalifa DIOMANDE
0002,"Agence Fontaine, contrat AFEO",AF226700,Rideau,Non,17 rue Carnot,ANNECY,0054,Boutique Orange - FONTAINE,Kalifa DIOMANDE
0002,"Agence Fontaine, contrat AFEO",AF226701,Rideau,Non,17 rue Carnot,ANNECY,0054,Boutique Orange - FONTAINE,Kalifa DIOMANDE
0002,"Agence Fontaine, contrat AFEO",AF226704,Porte automatique,Non,29 rue de Genève,ANNEMASSE,0012,Boutique Orange - FONTAINE,Heithem ABID
0002,"Agence Fontaine, contrat AFEO",AF226705,Rideau,Non,29 rue de Genève,ANNEMASSE,0012,Boutique Orange - FONTAINE,Heithem ABID
0002,"Agence Fontaine, contrat AFEO",AF226706,Rideau,Non,29 rue de Genève,ANNEMASSE,0012,Boutique Orange - FONTAINE,Heithem ABID
0002,"Agence Fontaine, contrat AFEO",AF226707,Rideau,Non,29 rue de Genève,ANNEMASSE,0012,Boutique Orange - FONTAINE,Heithem ABID
0002,"Agence Fontaine, contrat AFEO",AF226708,Rideau,Non,29 rue de Genève,ANNEMASSE,0012,Boutique Orange - FONTAINE,Heithem ABID
0002,"Agence Fontaine, contrat AFEO",AF226709,Rideau,Non,29 rue de Genève,ANNEMASSE,0012,Boutique Orange - FONTAINE,Heithem ABID
0002,"Agence Fontaine, contrat AFEO",AF226710,Rideau,Non,29 rue de Genève,ANNEMASSE,0012,Boutique Orange - FONTAINE,Heithem ABID
0002,"Agence Fontaine, contrat AFEO",AF226711,Rideau,Non,29 rue de Genève,ANNEMASSE,0012,Boutique Orange - FONTAINE,Heithem ABID
0002,"Agence Fontaine, contrat AFEO",AF226718,Ascenseur,Non,130 Route de la gare,ST MARTIN BELLEVUE,0054,SDC LE RENAISSANCE ,Kalifa DIOMANDE
0002,"Agence Fontaine, contrat AFEO",AM02454Y,Portail,Non,825 BD DU DOCTEUR JEAN JULES HERBERT,AIX LES BAINS,0054,HERMES - Aix Les Bains,Kalifa DIOMANDE
0002,"Agence Fontaine, contrat AFEO",AM02457Y,Portail,Non,825 BD DU DOCTEUR JEAN JULES HERBERT,AIX LES BAINS,0054,HERMES - Aix Les Bains,Kalifa DIOMANDE
0002,"Agence Fontaine, contrat AFEO",AM02460Y,Portail,Non,825 BD DU DOCTEUR JEAN JULES HERBERT,AIX LES BAINS,0054,HERMES - Aix Les Bains,Kalifa DIOMANDE
0002,"Agence Fontaine, contrat AFEO",AM02465Y,Rideau,Non,825 BD DU DOCTEUR JEAN JULES HERBERT,AIX LES BAINS,0054,HERMES - Aix Les Bains,Kalifa DIOMANDE
0002,"Agence Fontaine, contrat AFEO",AM02466Y,Porte piétonne,Non,825 BD DU DOCTEUR JEAN JULES HERBERT,AIX LES BAINS,0054,HERMES - Aix Les Bains,Kalifa DIOMANDE
0002,"Agence Fontaine, contrat AFEO",AF226724,Porte piétonne,Non,825 BD DU DOCTEUR JEAN JULES HERBERT,AIX LES BAINS,0054,HERMES - Aix Les Bains,Kalifa DIOMANDE
0002,"Agence Fontaine, contrat AFEO",AM02467Y,Barrière Levante,Non,825 BD DU DOCTEUR JEAN JULES HERBERT,AIX LES BAINS,0054,HERMES - Aix Les Bains,Kalifa DIOMANDE
0002,"Agence Fontaine, contrat AFEO",AM02468Y,Rideau,Non,825 BD DU DOCTEUR JEAN JULES HERBERT,AIX LES BAINS,0054,HERMES - Aix Les Bains,Kalifa DIOMANDE
0002,"Agence Fontaine, contrat AFEO",AF226727,Porte piétonne,Non,825 BD DU DOCTEUR JEAN JULES HERBERT,AIX LES BAINS,0054,HERMES - Aix Les Bains,Kalifa DIOMANDE
0002,"Agence Fontaine, contrat AFEO",AF226728,Porte sectionnelle,Non,825 BD DU DOCTEUR JEAN JULES HERBERT,AIX LES BAINS,0054,HERMES - Aix Les Bains,Kalifa DIOMANDE
0002,"Agence Fontaine, contrat AFEO",AF226729,Porte sectionnelle,Non,825 BD DU DOCTEUR JEAN JULES HERBERT,AIX LES BAINS,0054,HERMES - Aix Les Bains,Kalifa DIOMANDE
0002,"Agence Fontaine, contrat AFEO",AF226730,Niveleur de quai,Non,825 BD DU DOCTEUR JEAN JULES HERBERT,AIX LES BAINS,0054,HERMES - Aix Les Bains,Kalifa DIOMANDE
0002,"Agence Fontaine, contrat AFEO",AF226731,Porte piétonne,Non,825 BD DU DOCTEUR JEAN JULES HERBERT,AIX LES BAINS,0054,HERMES - Aix Les Bains,Kalifa DIOMANDE
0002,"Agence Fontaine, contrat AFEO",AF226732,Porte piétonne,Non,825 BD DU DOCTEUR JEAN JULES HERBERT,AIX LES BAINS,0054,HERMES - Aix Les Bains,Kalifa DIOMANDE
0002,"Agence Fontaine, contrat AFEO",AF226733,Porte piétonne,Non,825 BD DU DOCTEUR JEAN JULES HERBERT,AIX LES BAINS,0054,HERMES - Aix Les Bains,Kalifa DIOMANDE
0002,"Agence Fontaine, contrat AFEO",AF226734,Porte piétonne,Non,825 BD DU DOCTEUR JEAN JULES HERBERT,AIX LES BAINS,0054,HERMES - Aix Les Bains,Kalifa DIOMANDE
0002,"Agence Fontaine, contrat AFEO",AF226735,Ascenseur,Non,825 BD DU DOCTEUR JEAN JULES HERBERT,AIX LES BAINS,0054,HERMES - Aix Les Bains,Kalifa DIOMANDE
0002,"Agence Fontaine, contrat AFEO",AM02469Y,Portail,Non,47 route des Ecassaz,BELLEY,0058,Hermes - Belley,Olivier VUILLAUME 
0002,"Agence Fontaine, contrat AFEO",AM02473Y,Portail,Non,47 route des Ecassaz,BELLEY,0058,Hermes - Belley,Olivier VUILLAUME 
0002,"Agence Fontaine, contrat AFEO",AM02474Y,Portail,Non,47 route des Ecassaz,BELLEY,0058,Hermes - Belley,Olivier VUILLAUME 
0002,"Agence Fontaine, contrat AFEO",AM02475Y,Porte sectionnelle,Non,47 route des Ecassaz,BELLEY,0058,Hermes - Belley,Olivier VUILLAUME 
0002,"Agence Fontaine, contrat AFEO",AF226741,Porte piétonne,Non,47 route des Ecassaz,BELLEY,0058,Hermes - Belley,Olivier VUILLAUME 
0002,"Agence Fontaine, contrat AFEO",AF226742,Porte piétonne,Non,47 route des Ecassaz,BELLEY,0058,Hermes - Belley,Olivier VUILLAUME 
0002,"Agence Fontaine, contrat AFEO",AF226743,Rideau,Non,47 route des Ecassaz,BELLEY,0058,Hermes - Belley,Olivier VUILLAUME 
0002,"Agence Fontaine, contrat AFEO",AF226744,Rideau,Non,47 route des Ecassaz,BELLEY,0058,Hermes - Belley,Olivier VUILLAUME 
0002,"Agence Fontaine, contrat AFEO",AF226745,Porte piétonne,Non,47 route des Ecassaz,BELLEY,0058,Hermes - Belley,Olivier VUILLAUME 
0002,"Agence Fontaine, contrat AFEO",AM02490Y,Porte piétonne,Non,163 route de Bonnet Gris,LES ABRETS EN DAUPHINE,0062,Hermes - Fitilieu,Olivier VUILLAUME 
0002,"Agence Fontaine, contrat AFEO",AM02491Y,Porte piétonne,Non,163 route de Bonnet Gris,LES ABRETS EN DAUPHINE,0062,Hermes - Fitilieu,Olivier VUILLAUME 
0002,"Agence Fontaine, contrat AFEO",AM02492Y,Porte piétonne,Non,163 route de Bonnet Gris,LES ABRETS EN DAUPHINE,0062,Hermes - Fitilieu,Olivier VUILLAUME 
0002,"Agence Fontaine, contrat AFEO",AM02493Y,Porte piétonne,Non,163 route de Bonnet Gris,LES ABRETS EN DAUPHINE,0062,Hermes - Fitilieu,Olivier VUILLAUME 
0002,"Agence Fontaine, contrat AFEO",AM02494Y,Porte piétonne,Non,163 route de Bonnet Gris,LES ABRETS EN DAUPHINE,0062,Hermes - Fitilieu,Olivier VUILLAUME 
0002,"Agence Fontaine, contrat AFEO",AM02495Y,Porte piétonne,Non,163 route de Bonnet Gris,LES ABRETS EN DAUPHINE,0062,Hermes - Fitilieu,Olivier VUILLAUME 
0002,"Agence Fontaine, contrat AFEO",AM02496Y,Porte piétonne,Non,163 route de Bonnet Gris,LES ABRETS EN DAUPHINE,0062,Hermes - Fitilieu,Olivier VUILLAUME 
0002,"Agence Fontaine, contrat AFEO",AM02497Y,Porte Souple ,Non,163 route de Bonnet Gris,LES ABRETS EN DAUPHINE,0062,Hermes - Fitilieu,Olivier VUILLAUME 
0002,"Agence Fontaine, contrat AFEO",AM02498Y,Rideau,Non,163 route de Bonnet Gris,LES ABRETS EN DAUPHINE,0062,Hermes - Fitilieu,Olivier VUILLAUME 
0002,"Agence Fontaine, contrat AFEO",AM02499Y,Porte sectionnelle,Non,163 route de Bonnet Gris,LES ABRETS EN DAUPHINE,0062,Hermes - Fitilieu,Olivier VUILLAUME 
0002,"Agence Fontaine, contrat AFEO",AM02500Y,Porte Souple ,Non,163 route de Bonnet Gris,LES ABRETS EN DAUPHINE,0062,Hermes - Fitilieu,Olivier VUILLAUME 
0002,"Agence Fontaine, contrat AFEO",AM02501Y,Portail,Non,163 route de Bonnet Gris,LES ABRETS EN DAUPHINE,0062,Hermes - Fitilieu,Olivier VUILLAUME 
0002,"Agence Fontaine, contrat AFEO",AM02503Y,Portail,Non,163 route de Bonnet Gris,LES ABRETS EN DAUPHINE,0062,Hermes - Fitilieu,Olivier VUILLAUME 
0002,"Agence Fontaine, contrat AFEO",AF226760,Borne escamotable,Non,163 route de Bonnet Gris,LES ABRETS EN DAUPHINE,0062,Hermes - Fitilieu,Olivier VUILLAUME 
0002,"Agence Fontaine, contrat AFEO",AM02476Y,Rideau,Non,rue Victor Hugo,LES ABRETS EN DAUPHINE,0062,Hermes - Les Abrets,Olivier VUILLAUME 
0002,"Agence Fontaine, contrat AFEO",AM02477Y,Rideau,Non,rue Victor Hugo,LES ABRETS EN DAUPHINE,0062,Hermes - Les Abrets,Olivier VUILLAUME 
0002,"Agence Fontaine, contrat AFEO",AM02478Y,Rideau,Non,rue Victor Hugo,LES ABRETS EN DAUPHINE,0062,Hermes - Les Abrets,Olivier VUILLAUME 
0002,"Agence Fontaine, contrat AFEO",AM02479Y,Portail,Non,rue Victor Hugo,LES ABRETS EN DAUPHINE,0062,Hermes - Les Abrets,Olivier VUILLAUME 
0002,"Agence Fontaine, contrat AFEO",AM02480Y,Portail,Non,rue Victor Hugo,LES ABRETS EN DAUPHINE,0062,Hermes - Les Abrets,Olivier VUILLAUME 
0002,"Agence Fontaine, contrat AFEO",AM02482Y,Rideau,Non,rue Victor Hugo,LES ABRETS EN DAUPHINE,0062,Hermes - Les Abrets,Olivier VUILLAUME 
0002,"Agence Fontaine, contrat AFEO",AM02483Y,Porte piétonne,Non,rue Victor Hugo,LES ABRETS EN DAUPHINE,0062,Hermes - Les Abrets,Olivier VUILLAUME 
0002,"Agence Fontaine, contrat AFEO",AM02484Y,Porte piétonne,Non,rue Victor Hugo,LES ABRETS EN DAUPHINE,0062,Hermes - Les Abrets,Olivier VUILLAUME 
0002,"Agence Fontaine, contrat AFEO",AM02485Y,Porte piétonne,Non,rue Victor Hugo,LES ABRETS EN DAUPHINE,0062,Hermes - Les Abrets,Olivier VUILLAUME 
0002,"Agence Fontaine, contrat AFEO",AM02486Y,Porte piétonne,Non,rue Victor Hugo,LES ABRETS EN DAUPHINE,0062,Hermes - Les Abrets,Olivier VUILLAUME 
0002,"Agence Fontaine, contrat AFEO",AM02487Y,Rideau,Non,rue Victor Hugo,LES ABRETS EN DAUPHINE,0062,Hermes - Les Abrets,Olivier VUILLAUME 
0002,"Agence Fontaine, contrat AFEO",AM02488Y,Rideau,Non,rue Victor Hugo,LES ABRETS EN DAUPHINE,0062,Hermes - Les Abrets,Olivier VUILLAUME 
0002,"Agence Fontaine, contrat AFEO",AM02489Y,Rideau,Non,rue Victor Hugo,LES ABRETS EN DAUPHINE,0062,Hermes - Les Abrets,Olivier VUILLAUME 
0002,"Agence Fontaine, contrat AFEO",AM15494Y,Niveleur de quai,Non,rue Victor Hugo,LES ABRETS EN DAUPHINE,0062,Hermes - Les Abrets,Olivier VUILLAUME 
0002,"Agence Fontaine, contrat AFEO",AM15497Y,Rideau métallique,Non,rue Victor Hugo,LES ABRETS EN DAUPHINE,0062,Hermes - Les Abrets,Olivier VUILLAUME 
0002,"Agence Fontaine, contrat AFEO",AM15498Y,Rideau métallique,Non,rue Victor Hugo,LES ABRETS EN DAUPHINE,0062,Hermes - Les Abrets,Olivier VUILLAUME 
0002,"Agence Fontaine, contrat AFEO",AF226779,Porte piétonne,Non,rue Victor Hugo,LES ABRETS EN DAUPHINE,0062,Hermes - Les Abrets,Olivier VUILLAUME 
0002,"Agence Fontaine, contrat AFEO",AF226780,Porte piétonne,Non,rue Victor Hugo,LES ABRETS EN DAUPHINE,0062,Hermes - Les Abrets,Olivier VUILLAUME 
0002,"Agence Fontaine, contrat AFEO",AF226781,Porte piétonne,Non,rue Victor Hugo,LES ABRETS EN DAUPHINE,0062,Hermes - Les Abrets,Olivier VUILLAUME 
0002,"Agence Fontaine, contrat AFEO",CM 000 056,EPMR elevtr pr pers a mobilité reduite,Non,240 Chemin de la Résistance,BEAUREPAIRE,0030,Monsieur et Madame MANDON,Karim MOKNECHE
0002,"Agence Fontaine, contrat AFEO",AF226792,Monte-escaliers ,Non,16 avenue Frédéric Joliot-Cuire,ECHIROLLES,0052,Madame FERRER,Martin DO NASCIMENTO
0002,"Agence Fontaine, contrat AFEO",AF226794,Porte de garage,Non,112 rue Sadi Carnot,RIVES SUR FURE,0022,SDC LES BALCONS DE L'ORGERE,Jean-Paul SCARINGELLA
0002,"Agence Fontaine, contrat AFEO",AF226795,Barrière Levante,Non,112 rue Sadi Carnot,RIVES SUR FURE,0022,SDC LES BALCONS DE L'ORGERE,Jean-Paul SCARINGELLA
0002,"Agence Fontaine, contrat AFEO",AF226796,Ascenseur,Non,112 rue Sadi Carnot,RIVES SUR FURE,0022,SDC LES BALCONS DE L'ORGERE,Jean-Paul SCARINGELLA
0002,"Agence Fontaine, contrat AFEO",AF226800,Ascenseur,Non,641 avenue de la République,GUILHERAND GRANGES,0030,HOTEL ALPES CEVENNES,Karim MOKNECHE
0002,"Agence Fontaine, contrat AFEO",AF226802,Elévateur,Non,117 B Chemin du Rocher de la Bourgeoisie ,ST PAUL DE VARCES,0052,Mr et Mme BALI,Martin DO NASCIMENTO
0002,"Agence Fontaine, contrat AFEO",AF226808,Ascenseur,Non,268 boulevard des Epinettes Ascenseur Batiment Ancolie,DIVONNE LES BAINS,0012,S 546 - DIVONA PARK 1,Heithem ABID
0002,"Agence Fontaine, contrat AFEO",AF226809,Ascenseur,Non,268 boulevard des Epinettes Ascenseur Bâtiment Bardane,DIVONNE LES BAINS,0012,S 546 - DIVONA PARK 1,Heithem ABID
0002,"Agence Fontaine, contrat AFEO",AF226810,Ascenseur,Non,268 boulevard des Epinettes Ascenseur Bâtiment Crocus,DIVONNE LES BAINS,0012,S 546 - DIVONA PARK 1,Heithem ABID
0002,"Agence Fontaine, contrat AFEO",AF226811,Ascenseur,Non,268 boulevard des Epinettes Ascenseur Bâtiment Daintus,DIVONNE LES BAINS,0012,S 546 - DIVONA PARK 1,Heithem ABID
0002,"Agence Fontaine, contrat AFEO",AF226812,Ascenseur,Non,268 boulevard des Epinettes Ascenseur Edelweiss,DIVONNE LES BAINS,0012,S 546 - DIVONA PARK 1,Heithem ABID
